Town,Country
FEITH GHORM AILLEAG,PERTH AND KINROSS
FENDERBRIDGE,PERTH AND KINROSS
FINDO GASK,PERTH AND KINROSS
FORDEL,PERTH AND KINROSS
FORDIE,PERTH AND KINROSS
FORGANDENNY,PERTH AND KINROSS
FORTEVIOT,PERTH AND KINROSS
FORTINGALL,PERTH AND KINROSS
FOWLIS WESTER,PERTH AND KINROSS
FRIARTON,PERTH AND KINROSS
GAIRNEY BANK,PERTH AND KINROSS
GALLIN,PERTH AND KINROSS
GANNOCHY,PERTH AND KINROSS
GARRY,PERTH AND KINROSS
GAUR,PERTH AND KINROSS
GILMERTON,PERTH AND KINROSS
GLEN LOCHSIE BURN,PERTH AND KINROSS
GLENCARSE,PERTH AND KINROSS
GLENDEVON,PERTH AND KINROSS
GLENDOICK,PERTH AND KINROSS
GLENFARG,PERTH AND KINROSS
GLENFOOT,PERTH AND KINROSS
GLENLOMOND,PERTH AND KINROSS
GRANDTULLY,PERTH AND KINROSS
GRANGE,PERTH AND KINROSS
GREENLOANING,PERTH AND KINROSS
GUAY,PERTH AND KINROSS
GUILDTOWN,PERTH AND KINROSS
HARRIETFIELD,PERTH AND KINROSS
HILLYLAND,PERTH AND KINROSS
HOSH,PERTH AND KINROSS
HUNTINGTOWER,PERTH AND KINROSS
HUNTINGTOWER HAUGH,PERTH AND KINROSS
INCHTURE,PERTH AND KINROSS
INCHYRA,PERTH AND KINROSS
INNERWICK,PERTH AND KINROSS
INVER,PERTH AND KINROSS
INVEREDDRIE,PERTH AND KINROSS
INVERGELDIE,PERTH AND KINROSS
INVERGOWRIE,PERTH AND KINROSS
INVERVAR,PERTH AND KINROSS
KELTNEYBURN,PERTH AND KINROSS
KENMORE,PERTH AND KINROSS
KETTINS,PERTH AND KINROSS
KILLICHONAN,PERTH AND KINROSS
KILLIECRANKIE,PERTH AND KINROSS
KILSPINDIE,PERTH AND KINROSS
KINDALLACHAN,PERTH AND KINROSS
KINFAUNS,PERTH AND KINROSS
KINGOODIE,PERTH AND KINROSS
KINLOCH RANNOCH,PERTH AND KINROSS
KINNAIRD,PERTH AND KINROSS
KINNESSWOOD,PERTH AND KINROSS
KINROSS,PERTH AND KINROSS
KINROSSIE,PERTH AND KINROSS
KINTILLO,PERTH AND KINROSS
KIRKMICHAEL,PERTH AND KINROSS
KIRKTON OF LETHENDY,PERTH AND KINROSS
KIRKTON OF LUDE,PERTH AND KINROSS
KNAIK,PERTH AND KINROSS
KNAPP,PERTH AND KINROSS
LAWERS,PERTH AND KINROSS
LEDNOCK,PERTH AND KINROSS
LEETOWN,PERTH AND KINROSS
LEITFIE,PERTH AND KINROSS
LETHAM,PERTH AND KINROSS
LEVEN,PERTH AND KINROSS
LITTLE BALLINLUIG,PERTH AND KINROSS
LITTLE DUNKELD,PERTH AND KINROSS
LOCH EARN,PERTH AND KINROSS
LOCH LEDNOCK RESERVOIR,PERTH AND KINROSS
LOCH RANNOCH,PERTH AND KINROSS
LOCH TAY,PERTH AND KINROSS
LOCH TURRET RESERVOIR,PERTH AND KINROSS
LOCHTY,PERTH AND KINROSS
LOGIERAIT,PERTH AND KINROSS
LONGFORGAN,PERTH AND KINROSS
LUNAN BURN,PERTH AND KINROSS
LUNCARTY,PERTH AND KINROSS
LYON,PERTH AND KINROSS
MACHANY WATER,PERTH AND KINROSS
MADDERTY,PERTH AND KINROSS
MAINS OF ORCHIL,PERTH AND KINROSS
MARKETHILL,PERTH AND KINROSS
MEIGLE,PERTH AND KINROSS
MEIKLE WHITEFIELD,PERTH AND KINROSS
MEIKLEOUR,PERTH AND KINROSS
METHVEN,PERTH AND KINROSS
MIDDLEBANK,PERTH AND KINROSS
MIDDLEBRIDGE,PERTH AND KINROSS
MIDDLETON OF DALRULZIAN,PERTH AND KINROSS
MILLTOWN OF ABERDALGIE,PERTH AND KINROSS
MILNATHORT,PERTH AND KINROSS
MILTON,PERTH AND KINROSS
MILTON MORENISH,PERTH AND KINROSS
MILTON OF CULTOQUHEY,PERTH AND KINROSS
MILTON OF DALCAPON,PERTH AND KINROSS
MILTON OF EDRADOUR,PERTH AND KINROSS
MONCREIFFE,PERTH AND KINROSS
MONEYDIE,PERTH AND KINROSS
MONZIE,PERTH AND KINROSS
MOULIN,PERTH AND KINROSS
MUIRHOUSES,PERTH AND KINROSS
MUIRTON,PERTH AND KINROSS
MUIRTON OF ARDBLAIR,PERTH AND KINROSS
MURTHLY,PERTH AND KINROSS
MUTHILL,PERTH AND KINROSS
NETHERTON,PERTH AND KINROSS
NEW ALYTH,PERTH AND KINROSS
NEWMILN,PERTH AND KINROSS
NEWTON OF PITCAIRNS,PERTH AND KINROSS
NORTH INCH,PERTH AND KINROSS
OCHTERMUTHILL,PERTH AND KINROSS
OCHTERTYRE,PERTH AND KINROSS
OLD BLAIR,PERTH AND KINROSS
OLD BRIDGE OF TILT,PERTH AND KINROSS
OLD STRUAN,PERTH AND KINROSS
PATH OF CONDIE,PERTH AND KINROSS
PATHSTRUIE,PERTH AND KINROSS
PERTH,PERTH AND KINROSS
PITCAIRNGREEN,PERTH AND KINROSS
PITLOCHRY,PERTH AND KINROSS
POWMILL,PERTH AND KINROSS
PRINCELAND,PERTH AND KINROSS
QUAICH,PERTH AND KINROSS
QUARRYMILL,PERTH AND KINROSS
QUARTERBANK,PERTH AND KINROSS
RAIT,PERTH AND KINROSS
RATTRAY,PERTH AND KINROSS
REDGORTON,PERTH AND KINROSS
RHYND,PERTH AND KINROSS
ROSEMOUNT,PERTH AND KINROSS
RUTHVEN WATER,PERTH AND KINROSS
SAUCHER,PERTH AND KINROSS
SCONE,PERTH AND KINROSS
SCOONIEBURN,PERTH AND KINROSS
SCOTLANDWELL,PERTH AND KINROSS
SEASIDE,PERTH AND KINROSS
SHIERGLAS,PERTH AND KINROSS
SLOCHNACRAIG,PERTH AND KINROSS
SOUTH QUEICH,PERTH AND KINROSS
SPITTAL OF GLENSHEE,PERTH AND KINROSS
SPITTALFIELD,PERTH AND KINROSS
ST FILLANS,PERTH AND KINROSS
ST MADOES,PERTH AND KINROSS
ST MARTINS,PERTH AND KINROSS
STANLEY,PERTH AND KINROSS
STORMONTFIELD,PERTH AND KINROSS
STRALOCH,PERTH AND KINROSS
STRATHTAY,PERTH AND KINROSS
STRUAN,PERTH AND KINROSS
TARF WATER,PERTH AND KINROSS
TAY,PERTH AND KINROSS
TAYMOUTH CASTLE,PERTH AND KINROSS
TEMPLEHALL,PERTH AND KINROSS
TENANDRY,PERTH AND KINROSS
TIBBERMORE,PERTH AND KINROSS
TILT,PERTH AND KINROSS
TIRINIE,PERTH AND KINROSS
TOMAKNOCK,PERTH AND KINROSS
TRESSAIR,PERTH AND KINROSS
TRESSAIT,PERTH AND KINROSS
TRINAFOUR,PERTH AND KINROSS
TRINITY GASK,PERTH AND KINROSS
TROCHRY,PERTH AND KINROSS
TULLIBARDINE,PERTH AND KINROSS
TULLIEMET,PERTH AND KINROSS
TULLOCH,PERTH AND KINROSS
TULLYBANNOCHER,PERTH AND KINROSS
TUMMEL,PERTH AND KINROSS
TUMMEL BRIDGE,PERTH AND KINROSS
TURRET BURN,PERTH AND KINROSS
WALNUT GROVE,PERTH AND KINROSS
WATER OF RUCHILL,PERTH AND KINROSS
WATERLOO,PERTH AND KINROSS
WAULKMILL,PERTH AND KINROSS
WEEM,PERTH AND KINROSS
WEST WHITEFIELD,PERTH AND KINROSS
WESTER BALGEDIE,PERTH AND KINROSS
WESTER ESSENDY,PERTH AND KINROSS
WESTERTON OF RUNAVEY,PERTH AND KINROSS
WESTFIELDS OF RATTRAY,PERTH AND KINROSS
WESTOWN,PERTH AND KINROSS
WOLFHILL,PERTH AND KINROSS
WOODSIDE,PERTH AND KINROSS
BISHOPTON,RENFREWSHIRE
BRIDGE OF WEIR,RENFREWSHIRE
BROOKFIELD,RENFREWSHIRE
CROSSLEE,RENFREWSHIRE
ELDERSLIE,RENFREWSHIRE
ERSKINE,RENFREWSHIRE
HOUSTON,RENFREWSHIRE
HOWWOOD,RENFREWSHIRE
INCHINNAN,RENFREWSHIRE
JOHNSTONE,RENFREWSHIRE
KILBARCHAN,RENFREWSHIRE
LANGBANK,RENFREWSHIRE
LINWOOD,RENFREWSHIRE
LOCHWINNOCH,RENFREWSHIRE
PAISLEY,RENFREWSHIRE
RANFURLY,RENFREWSHIRE
RENFREW,RENFREWSHIRE
ABBEY ST BATHANS,SCOTTISH BORDERS
ADDINSTON,SCOTTISH BORDERS
ALE WATER,SCOTTISH BORDERS
ALLANBANK,SCOTTISH BORDERS
ALLANSHAUGH,SCOTTISH BORDERS
ALLANSHAWS,SCOTTISH BORDERS
ALLANTON,SCOTTISH BORDERS
ANCRUM,SCOTTISH BORDERS
APPLETREEHALL,SCOTTISH BORDERS
ARMET WATER,SCOTTISH BORDERS
ASHIESTIEL,SCOTTISH BORDERS
ASHKIRK,SCOTTISH BORDERS
AUCHENCROW,SCOTTISH BORDERS
AYTON,SCOTTISH BORDERS
AYTON CASTLE,SCOTTISH BORDERS
BAIRNKINE,SCOTTISH BORDERS
BALMORAL,SCOTTISH BORDERS
BARNS,SCOTTISH BORDERS
BEDRULE,SCOTTISH BORDERS
BELLANRIGG,SCOTTISH BORDERS
BELLSPOOL,SCOTTISH BORDERS
BEMERSYDE,SCOTTISH BORDERS
BEWLIE,SCOTTISH BORDERS
BEWLIE MAINS,SCOTTISH BORDERS
BIRGHAM,SCOTTISH BORDERS
BIRKENSIDE,SCOTTISH BORDERS
BIRKHILL,SCOTTISH BORDERS
BLACK BURN,SCOTTISH BORDERS
BLACKADDER WATER,SCOTTISH BORDERS
BLANERNE,SCOTTISH BORDERS
BLUECAIRN,SCOTTISH BORDERS
BLYTH,SCOTTISH BORDERS
BLYTH BRIDGE,SCOTTISH BORDERS
BLYTHE,SCOTTISH BORDERS
BOGS BANK,SCOTTISH BORDERS
BOLESIDE,SCOTTISH BORDERS
BONCHESTER BRIDGE,SCOTTISH BORDERS
BONNINGTON,SCOTTISH BORDERS
BOON,SCOTTISH BORDERS
BORDLANDS,SCOTTISH BORDERS
BORTHWICK WATER,SCOTTISH BORDERS
BOWDEN,SCOTTISH BORDERS
BOWERHOPE,SCOTTISH BORDERS
BOWHILL,SCOTTISH BORDERS
BOWISMILN,SCOTTISH BORDERS
BOWMONT WATER,SCOTTISH BORDERS
BOWSHANK,SCOTTISH BORDERS
BRANXHOLME,SCOTTISH BORDERS
BRIDGELANDS,SCOTTISH BORDERS
BROADHAUGH,SCOTTISH BORDERS
BROADMEADOWS,SCOTTISH BORDERS
BROCKHILL,SCOTTISH BORDERS
BROOMHILL,SCOTTISH BORDERS
BROUGHTON,SCOTTISH BORDERS
BUCCLEUCH,SCOTTISH BORDERS
BUCKHOLM,SCOTTISH BORDERS
BUCKLANDS,SCOTTISH BORDERS
BURNFOOT,SCOTTISH BORDERS
BURNHEAD,SCOTTISH BORDERS
BURNHOUSE MAINS,SCOTTISH BORDERS
BURNMOUTH,SCOTTISH BORDERS
BUSS CRAIG,SCOTTISH BORDERS
BUXLEY,SCOTTISH BORDERS
CADDONLEE,SCOTTISH BORDERS
CADEMUIR,SCOTTISH BORDERS
CAMBRIDGE,SCOTTISH BORDERS
CAMPTOWN,SCOTTISH BORDERS
CAPPERCLEUCH,SCOTTISH BORDERS
CARDRONA,SCOTTISH BORDERS
CARLENRIG,SCOTTISH BORDERS
CARLOPS,SCOTTISH BORDERS
CARTERHAUGH,SCOTTISH BORDERS
CASTLECRAIG,SCOTTISH BORDERS
CASTLEHILL,SCOTTISH BORDERS
CASTLEWEARY,SCOTTISH BORDERS
CATHPAIR,SCOTTISH BORDERS
CATSLACKBURN,SCOTTISH BORDERS
CAULD,SCOTTISH BORDERS
CAULDMILL,SCOTTISH BORDERS
CAVERS CARRE,SCOTTISH BORDERS
CHAPEL MAINS,SCOTTISH BORDERS
CHAPEL ON LEADER,SCOTTISH BORDERS
CHARLESFIELD,SCOTTISH BORDERS
CHATTO,SCOTTISH BORDERS
CHESTERKNOWES,SCOTTISH BORDERS
CHESTERS,SCOTTISH BORDERS
CHIRNSIDE,SCOTTISH BORDERS
CHIRNSIDEBRIDGE,SCOTTISH BORDERS
CLARILAW,SCOTTISH BORDERS
CLERKLANDS,SCOTTISH BORDERS
CLEUCH HEAD,SCOTTISH BORDERS
CLOVENFORDS,SCOTTISH BORDERS
COCKBURNSPATH,SCOTTISH BORDERS
COLDINGHAM,SCOTTISH BORDERS
COLDSTREAM,SCOTTISH BORDERS
COLMSLIE,SCOTTISH BORDERS
COLMSLIEHILL,SCOTTISH BORDERS
COPSHAW HOLM (NEWCASTLETON),SCOTTISH BORDERS
COVE,SCOTTISH BORDERS
CRAIG DOUGLAS,SCOTTISH BORDERS
CRAIGEND,SCOTTISH BORDERS
CRAIGERNE,SCOTTISH BORDERS
CRAIGIERIG,SCOTTISH BORDERS
CRAIGSFORD MAINS,SCOTTISH BORDERS
CRAIK,SCOTTISH BORDERS
CRAILING,SCOTTISH BORDERS
CRAILINGHALL,SCOTTISH BORDERS
CRANSHAWS,SCOTTISH BORDERS
CRINGLETIE,SCOTTISH BORDERS
CUMLEDGE,SCOTTISH BORDERS
DAMSIDE,SCOTTISH BORDERS
DARNHALL MAINS,SCOTTISH BORDERS
DARNICK,SCOTTISH BORDERS
DENHOLM,SCOTTISH BORDERS
DENHOLMHILL,SCOTTISH BORDERS
DINGLETON,SCOTTISH BORDERS
DINLABYRE,SCOTTISH BORDERS
DOLPHINSTON,SCOTTISH BORDERS
DRUMELZIER,SCOTTISH BORDERS
DRYBURGH,SCOTTISH BORDERS
DRYDEN,SCOTTISH BORDERS
DRYHOPE,SCOTTISH BORDERS
DUNS,SCOTTISH BORDERS
EARLSTON,SCOTTISH BORDERS
EAST MAINS,SCOTTISH BORDERS
EAST THIRD,SCOTTISH BORDERS
EASTER HOUSEBYRES,SCOTTISH BORDERS
EASTER LANGLEE,SCOTTISH BORDERS
EASTER SOFTLAW,SCOTTISH BORDERS
EASTFIELD,SCOTTISH BORDERS
ECCLES,SCOTTISH BORDERS
ECKFORD,SCOTTISH BORDERS
ECKFORDMOSS,SCOTTISH BORDERS
EDDLESTON,SCOTTISH BORDERS
EDDLESTON WATER,SCOTTISH BORDERS
EDGERSTON,SCOTTISH BORDERS
EDHAM,SCOTTISH BORDERS
EDROM,SCOTTISH BORDERS
EFFLEDGE,SCOTTISH BORDERS
EILDON,SCOTTISH BORDERS
ELLISTON,SCOTTISH BORDERS
ESHIELS,SCOTTISH BORDERS
ETTRICK,SCOTTISH BORDERS
ETTRICK WATER,SCOTTISH BORDERS
ETTRICKBRIDGE,SCOTTISH BORDERS
EYE WATER,SCOTTISH BORDERS
EYEMOUTH,SCOTTISH BORDERS
FALAHILL,SCOTTISH BORDERS
FALDONSIDE,SCOTTISH BORDERS
FALNASH,SCOTTISH BORDERS
FANS,SCOTTISH BORDERS
FAUGHILL,SCOTTISH BORDERS
FAULDSHOPE,SCOTTISH BORDERS
FERNIEHIRST,SCOTTISH BORDERS
FIRTH,SCOTTISH BORDERS
FOGO,SCOTTISH BORDERS
FOULDEN,SCOTTISH BORDERS
FOUNTAINHALL,SCOTTISH BORDERS
GALA WATER,SCOTTISH BORDERS
GALADEAN,SCOTTISH BORDERS
GALASHIELS,SCOTTISH BORDERS
GATTONSIDE,SCOTTISH BORDERS
GAVINTON,SCOTTISH BORDERS
GILMANSCLEUCH,SCOTTISH BORDERS
GILSTON,SCOTTISH BORDERS
"GLACK, THE",SCOTTISH BORDERS
GLENBRECK,SCOTTISH BORDERS
GLENDEARG,SCOTTISH BORDERS
GLENMAYNE,SCOTTISH BORDERS
GLENRATH,SCOTTISH BORDERS
GLENTERNIE,SCOTTISH BORDERS
GLENTRESS,SCOTTISH BORDERS
GORDON,SCOTTISH BORDERS
GORRENBERRY,SCOTTISH BORDERS
GRANTSHOUSE,SCOTTISH BORDERS
GREENHEAD,SCOTTISH BORDERS
GREENLAW,SCOTTISH BORDERS
GREENS,SCOTTISH BORDERS
GREENWELLS,SCOTTISH BORDERS
HADDEN,SCOTTISH BORDERS
HALKBURN,SCOTTISH BORDERS
HALLIBURTON,SCOTTISH BORDERS
HALLYARDS,SCOTTISH BORDERS
HALLYNE,SCOTTISH BORDERS
HALMYRE MAINS,SCOTTISH BORDERS
HANGINGSHAW,SCOTTISH BORDERS
HAREHOPE,SCOTTISH BORDERS
HARTWOODBURN,SCOTTISH BORDERS
HARWOOD ON TEVIOT,SCOTTISH BORDERS
HASSENDEAN,SCOTTISH BORDERS
HASWELLSYKES,SCOTTISH BORDERS
HATTONKNOWE,SCOTTISH BORDERS
HAUGH-HEAD,SCOTTISH BORDERS
HAWICK,SCOTTISH BORDERS
HAYSTOUN,SCOTTISH BORDERS
HEADSHAW,SCOTTISH BORDERS
HEITON,SCOTTISH BORDERS
HELMBURN,SCOTTISH BORDERS
HERIOT,SCOTTISH BORDERS
HERMITAGE,SCOTTISH BORDERS
HERMITAGE WATER,SCOTTISH BORDERS
HIGH SUNDERLAND,SCOTTISH BORDERS
HILTON,SCOTTISH BORDERS
HISLOP,SCOTTISH BORDERS
HOBKIRK,SCOTTISH BORDERS
HOLEFIELD,SCOTTISH BORDERS
HOLYLEE,SCOTTISH BORDERS
HORNDEAN,SCOTTISH BORDERS
HORSLEYHILL,SCOTTISH BORDERS
HOSELAW,SCOTTISH BORDERS
HOUNDSLOW,SCOTTISH BORDERS
HOUNDWOOD,SCOTTISH BORDERS
HOWFORD,SCOTTISH BORDERS
HOWNAM,SCOTTISH BORDERS
HOWPASLEY,SCOTTISH BORDERS
HUME,SCOTTISH BORDERS
HUNDALEE,SCOTTISH BORDERS
HUNDLESHOPE,SCOTTISH BORDERS
HUTLERBURN,SCOTTISH BORDERS
HUTTON,SCOTTISH BORDERS
HYNDHOPE,SCOTTISH BORDERS
INNERLEITHEN,SCOTTISH BORDERS
JEANIEFIELD,SCOTTISH BORDERS
JED WATER,SCOTTISH BORDERS
JEDBURGH,SCOTTISH BORDERS
JEDURGH,SCOTTISH BORDERS
KAIMRIG END,SCOTTISH BORDERS
KALE WATER,SCOTTISH BORDERS
KEDSLIE,SCOTTISH BORDERS
KELSO,SCOTTISH BORDERS
KERCHESTERS,SCOTTISH BORDERS
KERFIELD,SCOTTISH BORDERS
KERSHOPEFOOT,SCOTTISH BORDERS
KILLOCHYETT,SCOTTISH BORDERS
KINGLEDORES,SCOTTISH BORDERS
KINGS MUIR,SCOTTISH BORDERS
KIPPILAW,SCOTTISH BORDERS
KIPPILAW MAINS,SCOTTISH BORDERS
KIRK YETHOLM,SCOTTISH BORDERS
KIRKBURN,SCOTTISH BORDERS
KIRKHOPE,SCOTTISH BORDERS
KIRKSTEAD,SCOTTISH BORDERS
KIRKTON,SCOTTISH BORDERS
KIRKURD,SCOTTISH BORDERS
LADYKIRK,SCOTTISH BORDERS
LAMBDEN,SCOTTISH BORDERS
LANGHAUGH,SCOTTISH BORDERS
LANGHOPE,SCOTTISH BORDERS
LANGHOPE BURN,SCOTTISH BORDERS
LANGLEE,SCOTTISH BORDERS
LANGLEE MAINS,SCOTTISH BORDERS
LANGSHAW,SCOTTISH BORDERS
LANTON,SCOTTISH BORDERS
LARRISTON,SCOTTISH BORDERS
LAUDER,SCOTTISH BORDERS
LAUDER BARNS,SCOTTISH BORDERS
LAVERLAW,SCOTTISH BORDERS
LEADBURN,SCOTTISH BORDERS
LEADER WATER,SCOTTISH BORDERS
LEGERWOOD,SCOTTISH BORDERS
LEITHOLM,SCOTTISH BORDERS
LEMPITLAW,SCOTTISH BORDERS
LETHEM,SCOTTISH BORDERS
LIDDLE WATER,SCOTTISH BORDERS
LILLIESLEAF,SCOTTISH BORDERS
LINDEAN,SCOTTISH BORDERS
LINHOPE,SCOTTISH BORDERS
LITTLE YARROW,SCOTTISH BORDERS
LONGFORMACUS,SCOTTISH BORDERS
LOWOOD,SCOTTISH BORDERS
LUGATE,SCOTTISH BORDERS
LYMIECLEUCH,SCOTTISH BORDERS
LYNE,SCOTTISH BORDERS
LYNE STATION,SCOTTISH BORDERS
LYNE WATER,SCOTTISH BORDERS
LYNNWOOD,SCOTTISH BORDERS
MACKSIDE,SCOTTISH BORDERS
MAILINGSLAND,SCOTTISH BORDERS
MANOR WATER,SCOTTISH BORDERS
MANORHILL,SCOTTISH BORDERS
MAXTON,SCOTTISH BORDERS
MELROSE,SCOTTISH BORDERS
MENZION,SCOTTISH BORDERS
MIDGARD,SCOTTISH BORDERS
MIDLEM,SCOTTISH BORDERS
MILKIESTON,SCOTTISH BORDERS
MINTO,SCOTTISH BORDERS
MINTO KAMES,SCOTTISH BORDERS
MITCHELL HILL,SCOTTISH BORDERS
MITCHELSTON,SCOTTISH BORDERS
MORDINGTON HOLDINGS,SCOTTISH BORDERS
MOREBATTLE,SCOTTISH BORDERS
MOSSBURNFORD,SCOTTISH BORDERS
MOSSHOUSES,SCOTTISH BORDERS
MOUNTAIN CROSS,SCOTTISH BORDERS
MOUNTBENGER,SCOTTISH BORDERS
MOUNTBENGERBURN,SCOTTISH BORDERS
MOWHAUGH,SCOTTISH BORDERS
MUIRCLEUGH,SCOTTISH BORDERS
NENTHORN,SCOTTISH BORDERS
NETHER BLAINSLIE,SCOTTISH BORDERS
NETHER HORSBURGH,SCOTTISH BORDERS
NETHER KIDSTON,SCOTTISH BORDERS
NETHER SHIELS,SCOTTISH BORDERS
NETHERRAW,SCOTTISH BORDERS
NEW LADYKIRK,SCOTTISH BORDERS
NEW MILL,SCOTTISH BORDERS
NEW MILLS,SCOTTISH BORDERS
NEWBIGGING,SCOTTISH BORDERS
NEWCASTLETON (COPSHAW HOLM),SCOTTISH BORDERS
NEWHOUSE,SCOTTISH BORDERS
NEWHOUSES,SCOTTISH BORDERS
NEWLANDS,SCOTTISH BORDERS
NEWMILL,SCOTTISH BORDERS
NEWSTEAD,SCOTTISH BORDERS
NEWTON,SCOTTISH BORDERS
NEWTON ST BOSWELLS,SCOTTISH BORDERS
NISBET,SCOTTISH BORDERS
NORTH ESK,SCOTTISH BORDERS
NORTH SYNTON,SCOTTISH BORDERS
NORTHFIELD,SCOTTISH BORDERS
OLD BELSES,SCOTTISH BORDERS
OLD CAMBUS,SCOTTISH BORDERS
OLD NENTHORN,SCOTTISH BORDERS
OLD TINNIS,SCOTTISH BORDERS
ORMISTON,SCOTTISH BORDERS
OVER LANGSHAW,SCOTTISH BORDERS
OXNAM,SCOTTISH BORDERS
OXTON,SCOTTISH BORDERS
PAXTON,SCOTTISH BORDERS
PEEBLES,SCOTTISH BORDERS
PEEL,SCOTTISH BORDERS
PEEL BURN,SCOTTISH BORDERS
PHILIPHAUGH,SCOTTISH BORDERS
PILMUIR,SCOTTISH BORDERS
POLWARTH,SCOTTISH BORDERS
POSSO,SCOTTISH BORDERS
PRENDERGUEST,SCOTTISH BORDERS
PRESTON,SCOTTISH BORDERS
PRIESTON,SCOTTISH BORDERS
RACHAN MILL,SCOTTISH BORDERS
REDPATH,SCOTTISH BORDERS
REDSCARHEAD,SCOTTISH BORDERS
RESTON,SCOTTISH BORDERS
RIDDELL,SCOTTISH BORDERS
"RIGGS, THE",SCOTTISH BORDERS
"RINK, THE",SCOTTISH BORDERS
ROBERTON,SCOTTISH BORDERS
ROMANNOBRIDGE,SCOTTISH BORDERS
ROSS,SCOTTISH BORDERS
ROXBURGH,SCOTTISH BORDERS
ROXBURGH MAINS,SCOTTISH BORDERS
RULE WATER,SCOTTISH BORDERS
SALENSIDE,SCOTTISH BORDERS
SAUGHTREE,SCOTTISH BORDERS
SCRAESBURGH,SCOTTISH BORDERS
SELKIRK,SCOTTISH BORDERS
SHIPLAW,SCOTTISH BORDERS
SKELFHILL,SCOTTISH BORDERS
SKIRLING,SCOTTISH BORDERS
SMAILHOLM,SCOTTISH BORDERS
SOONHOPE BURN,SCOTTISH BORDERS
SOURHOPE,SCOTTISH BORDERS
SOUTH BLAINSLIE,SCOTTISH BORDERS
SOUTH ESK,SCOTTISH BORDERS
SOUTHDEAN,SCOTTISH BORDERS
SPROUSTON,SCOTTISH BORDERS
ST ABBS,SCOTTISH BORDERS
ST BOSWELLS,SCOTTISH BORDERS
STAGEHALL,SCOTTISH BORDERS
STANHOPE,SCOTTISH BORDERS
STEELE ROAD,SCOTTISH BORDERS
STEELEROAD-END,SCOTTISH BORDERS
STICHILL,SCOTTISH BORDERS
STOBO,SCOTTISH BORDERS
STOBS CASTLE,SCOTTISH BORDERS
STONEDGE,SCOTTISH BORDERS
STOW,SCOTTISH BORDERS
SUNDHOPE,SCOTTISH BORDERS
SWINNIE,SCOTTISH BORDERS
SWINSIDE HALL,SCOTTISH BORDERS
SWINSIDE TOWNFOOT,SCOTTISH BORDERS
SWINTON,SCOTTISH BORDERS
SWINTON HILL,SCOTTISH BORDERS
SYMINGTON,SCOTTISH BORDERS
SYNTON,SCOTTISH BORDERS
SYNTON MAINS,SCOTTISH BORDERS
TALLA LINNFOOTS,SCOTTISH BORDERS
TEVIOT,SCOTTISH BORDERS
TEVIOTHEAD,SCOTTISH BORDERS
THIRLESTANE,SCOTTISH BORDERS
THORNYLEE,SCOTTISH BORDERS
THREEPWOOD,SCOTTISH BORDERS
TORQUHAN,SCOTTISH BORDERS
TORSONCE,SCOTTISH BORDERS
TORSONCE MAINS,SCOTTISH BORDERS
TORWOODLEE MAINS,SCOTTISH BORDERS
TOWN YETHOLM,SCOTTISH BORDERS
TRABROWN,SCOTTISH BORDERS
TRAQUAIR,SCOTTISH BORDERS
TUSHIELAW,SCOTTISH BORDERS
TWEED,SCOTTISH BORDERS
TWEEDDALEBURN,SCOTTISH BORDERS
TWEEDSMUIR,SCOTTISH BORDERS
UPPER BLAINSLIE,SCOTTISH BORDERS
UPPER HINDHOPE,SCOTTISH BORDERS
UPPER KIDSTON,SCOTTISH BORDERS
WALKERBURN,SCOTTISH BORDERS
WARDLAW,SCOTTISH BORDERS
WATERHEADS,SCOTTISH BORDERS
WATHERSTON,SCOTTISH BORDERS
WEST BOLD,SCOTTISH BORDERS
WEST LINTON,SCOTTISH BORDERS
WEST MAINS,SCOTTISH BORDERS
WEST THIRD,SCOTTISH BORDERS
WESTER DELORAINE,SCOTTISH BORDERS
WESTER ESSENSIDE,SCOTTISH BORDERS
WESTER HOUSEBYRES,SCOTTISH BORDERS
WESTER KERSHOPE,SCOTTISH BORDERS
WESTRUTHER,SCOTTISH BORDERS
WHITEADDER WATER,SCOTTISH BORDERS
WHITELEE,SCOTTISH BORDERS
WHITERIGG,SCOTTISH BORDERS
WHITHAUGH,SCOTTISH BORDERS
WHITLAW,SCOTTISH BORDERS
WHITRIGGS,SCOTTISH BORDERS
WHITSLAID,SCOTTISH BORDERS
WHITSOME,SCOTTISH BORDERS
WHITSOMEHILL,SCOTTISH BORDERS
WHITTON,SCOTTISH BORDERS
WILLIAMHOPE,SCOTTISH BORDERS
WILLIAMSLEE,SCOTTISH BORDERS
WILTON,SCOTTISH BORDERS
WINDYDOORS,SCOTTISH BORDERS
WINTERHOPE BURN,SCOTTISH BORDERS
WOLL,SCOTTISH BORDERS
WOLLRIG,SCOTTISH BORDERS
WOODHEADS,SCOTTISH BORDERS
WOOPLAW,SCOTTISH BORDERS
WORMSCLEUCH BURN,SCOTTISH BORDERS
YAIR,SCOTTISH BORDERS
YARROW,SCOTTISH BORDERS
YARROW FEUS,SCOTTISH BORDERS
YARROW WATER,SCOTTISH BORDERS
YARROWFORD,SCOTTISH BORDERS
AITH,SHETLAND ISLES
AITHSETTER,SHETLAND ISLES
ASSATER,SHETLAND ISLES
AYRES OF SELIVOE,SHETLAND ISLES
BALIASTA,SHETLAND ISLES
BALTA,SHETLAND ISLES
BALTASOUND,SHETLAND ISLES
